Alpha,K,Accuracy
110,104,0.9384523809523809
110,106,0.9383333333333334
110,108,0.9378571428571428
110,110,0.9373809523809524
110,112,0.9369047619047619
110,114,0.9364285714285714
110,116,0.935952380952381
110,118,0.9351190476190476
110,120,0.9351190476190476
110,122,0.934404761904762
110,124,0.9334523809523809
110,126,0.9339285714285714
110,128,0.9333333333333333
110,130,0.9334523809523809
110,132,0.9335714285714286
110,134,0.9329761904761905
110,136,0.9325
110,138,0.9320238095238095
110,140,0.9314285714285714
110,142,0.9305952380952381
110,144,0.9308333333333333
110,146,0.9302380952380952
110,148,0.93
110,150,0.929404761904762
115,1,0.97
115,2,0.9630952380952381
115,4,0.9720238095238095
115,6,0.9716666666666667
115,8,0.9704761904761905
115,10,0.9685714285714285
115,12,0.9669047619047619
115,14,0.9646428571428571
115,16,0.9641666666666666
115,18,0.9638095238095238
115,20,0.9622619047619048
115,22,0.9613095238095238
115,24,0.96
115,26,0.959047619047619
115,28,0.9580952380952381
115,30,0.9571428571428572
115,32,0.9566666666666667
115,34,0.9554761904761905
115,36,0.9551190476190476
115,38,0.9544047619047619
115,40,0.9532142857142857
115,42,0.9515476190476191
115,44,0.9514285714285714
115,46,0.9497619047619048
115,48,0.9496428571428571
115,50,0.9489285714285715
115,52,0.9479761904761905
115,54,0.9470238095238095
115,56,0.9469047619047619
115,58,0.9465476190476191
115,60,0.9465476190476191
115,62,0.9452380952380952
115,64,0.945
115,66,0.9452380952380952
115,68,0.9445238095238095
115,70,0.9436904761904762
115,72,0.944047619047619
115,74,0.9430952380952381
115,76,0.9434523809523809
115,78,0.9432142857142857
115,80,0.9420238095238095
115,82,0.9425
115,84,0.9410714285714286
115,86,0.9404761904761905
115,88,0.9397619047619048
115,90,0.9394047619047619
115,92,0.9391666666666667
115,94,0.9385714285714286
115,96,0.9384523809523809
115,98,0.9379761904761905
115,100,0.9378571428571428
115,102,0.9377380952380953
115,104,0.9372619047619047
115,106,0.9372619047619047
115,108,0.9377380952380953
115,110,0.9372619047619047
115,112,0.9363095238095238
115,114,0.9360714285714286
115,116,0.9354761904761905
115,118,0.9346428571428571
115,120,0.9342857142857143
115,122,0.9335714285714286
115,124,0.9335714285714286
115,126,0.9333333333333333
115,128,0.9327380952380953
115,130,0.9326190476190476
115,132,0.9321428571428572
115,134,0.9319047619047619
115,136,0.9320238095238095
115,138,0.9311904761904762
115,140,0.9307142857142857
115,142,0.9303571428571429
115,144,0.9297619047619048
115,146,0.9292857142857143
115,148,0.9291666666666667
115,150,0.9291666666666667
120,1,0.9695238095238096
120,2,0.9636904761904762
120,4,0.9716666666666667
120,6,0.9710714285714286
120,8,0.9701190476190477
120,10,0.9679761904761904
120,12,0.9665476190476191
120,14,0.9651190476190477
120,16,0.963452380952381
120,18,0.9635714285714285
120,20,0.9619047619047619
120,22,0.9610714285714286
120,24,0.9592857142857143
120,26,0.9586904761904762
120,28,0.958452380952381
120,30,0.9570238095238095
120,32,0.9564285714285714
120,34,0.9560714285714286
120,36,0.9548809523809524
120,38,0.954047619047619
120,40,0.9529761904761904
120,42,0.9515476190476191
120,44,0.9508333333333333
120,46,0.9495238095238095
120,48,0.9494047619047619
120,50,0.9489285714285715
120,52,0.9479761904761905
120,54,0.9472619047619047
120,56,0.9469047619047619
120,58,0.9463095238095238
120,60,0.9458333333333333
120,62,0.9454761904761905
120,64,0.9442857142857143
120,66,0.9446428571428571
120,68,0.9445238095238095
120,70,0.944047619047619
120,72,0.9433333333333334
120,74,0.9434523809523809
120,76,0.9430952380952381
120,78,0.9428571428571428
120,80,0.9425
120,82,0.9421428571428572
120,84,0.9416666666666667
120,86,0.9413095238095238
120,88,0.9401190476190476
120,90,0.9402380952380952
120,92,0.9395238095238095
120,94,0.9389285714285714
120,96,0.9382142857142857
120,98,0.9379761904761905
120,100,0.9379761904761905
120,102,0.9375
120,104,0.9373809523809524
120,106,0.9371428571428572
120,108,0.9373809523809524
120,110,0.9364285714285714
120,112,0.9367857142857143
120,114,0.9360714285714286
120,116,0.9353571428571429
120,118,0.934404761904762
120,120,0.9347619047619048
120,122,0.9342857142857143
120,124,0.9338095238095238
120,126,0.9334523809523809
120,128,0.9327380952380953
120,130,0.9327380952380953
120,132,0.9321428571428572
120,134,0.9317857142857143
120,136,0.9319047619047619
120,138,0.930952380952381
120,140,0.9304761904761905
120,142,0.9303571428571429
120,144,0.9302380952380952
120,146,0.9298809523809524
120,148,0.9295238095238095
120,150,0.9291666666666667
125,1,0.9697619047619047
125,2,0.9636904761904762
125,4,0.9711904761904762
125,6,0.9707142857142858
125,8,0.9703571428571428
125,10,0.9678571428571429
125,12,0.9663095238095238
125,14,0.965
125,16,0.963452380952381
125,18,0.9630952380952381
125,20,0.9615476190476191
125,22,0.9607142857142857
125,24,0.959047619047619
125,26,0.9582142857142857
125,28,0.9576190476190476
125,30,0.9569047619047619
125,32,0.955595238095238
125,34,0.955595238095238
125,36,0.9547619047619048
125,38,0.9539285714285715
125,40,0.9525
125,42,0.9519047619047619
125,44,0.9507142857142857
125,46,0.9494047619047619
125,48,0.9488095238095238
125,50,0.9484523809523809
125,52,0.9476190476190476
125,54,0.9467857142857142
125,56,0.9465476190476191
125,58,0.945952380952381
125,60,0.945595238095238
125,62,0.945
125,64,0.945
125,66,0.9448809523809524
125,68,0.9451190476190476
125,70,0.9439285714285715
125,72,0.9433333333333334
125,74,0.9430952380952381
125,76,0.9432142857142857
125,78,0.9430952380952381
125,80,0.9419047619047619
125,82,0.9415476190476191
125,84,0.9413095238095238
125,86,0.9410714285714286
125,88,0.94
125,90,0.9395238095238095
125,92,0.9392857142857143
125,94,0.9379761904761905
125,96,0.9382142857142857
125,98,0.9382142857142857
125,100,0.9376190476190476
125,102,0.9372619047619047
125,104,0.9371428571428572
125,106,0.9370238095238095
125,108,0.9370238095238095
125,110,0.9366666666666666
125,112,0.9355952380952381
125,114,0.9352380952380952
125,116,0.9346428571428571
125,118,0.934404761904762
125,120,0.9341666666666667
125,122,0.9339285714285714
125,124,0.9333333333333333
125,126,0.9327380952380953
125,128,0.9320238095238095
125,130,0.9322619047619047
125,132,0.9320238095238095
125,134,0.9313095238095238
125,136,0.9310714285714285
125,138,0.9310714285714285
125,140,0.9313095238095238
125,142,0.9308333333333333
125,144,0.93
125,146,0.929404761904762
125,148,0.9291666666666667
125,150,0.9283333333333333
130,1,0.9697619047619047
130,2,0.9641666666666666
130,4,0.9708333333333333
130,6,0.9705952380952381
130,8,0.9701190476190477
130,10,0.968452380952381
130,12,0.9665476190476191
130,14,0.9653571428571428
130,16,0.9626190476190476
130,18,0.9632142857142857
130,20,0.9614285714285714
130,22,0.9608333333333333
130,24,0.9591666666666666
130,26,0.9582142857142857
130,28,0.9571428571428572
130,30,0.9566666666666667
130,32,0.955952380952381
130,34,0.955
130,36,0.9541666666666667
130,38,0.9530952380952381
130,40,0.9523809523809523
130,42,0.9510714285714286
130,44,0.9498809523809524
130,46,0.9484523809523809
130,48,0.9479761904761905
130,50,0.9477380952380953
130,52,0.9473809523809524
130,54,0.9465476190476191
130,56,0.9463095238095238
130,58,0.9458333333333333
130,60,0.9453571428571429
130,62,0.945595238095238
130,64,0.9448809523809524
130,66,0.9447619047619048
130,68,0.9442857142857143
130,70,0.9434523809523809
130,72,0.9428571428571428
130,74,0.9432142857142857
130,76,0.9429761904761905
130,78,0.9427380952380953
130,80,0.9420238095238095
130,82,0.9413095238095238
130,84,0.9408333333333333
130,86,0.94
130,88,0.9401190476190476
130,90,0.9395238095238095
130,92,0.9389285714285714
130,94,0.9383333333333334
130,96,0.9379761904761905
130,98,0.9377380952380953
130,100,0.9373809523809524
130,102,0.9373809523809524
130,104,0.9373809523809524
130,106,0.9370238095238095
130,108,0.9365476190476191
130,110,0.935952380952381
130,112,0.9354761904761905
130,114,0.935
130,116,0.9347619047619048
130,118,0.9345238095238095
130,120,0.9336904761904762
130,122,0.9333333333333333
130,124,0.9326190476190476
130,126,0.9316666666666666
130,128,0.9323809523809524
130,130,0.9314285714285714
130,132,0.9314285714285714
130,134,0.9313095238095238
130,136,0.9314285714285714
130,138,0.930952380952381
130,140,0.9303571428571429
130,142,0.93
130,144,0.9295238095238095
130,146,0.9288095238095239
130,148,0.9285714285714286
130,150,0.9279761904761905
135,1,0.9691666666666666
135,2,0.9632142857142857
135,4,0.9707142857142858
135,6,0.9698809523809524
135,8,0.9695238095238096
135,10,0.9683333333333334
135,12,0.9660714285714286
135,14,0.965
135,16,0.9630952380952381
135,18,0.9623809523809523
135,20,0.9613095238095238
135,22,0.9603571428571429
135,24,0.9594047619047619
135,26,0.9579761904761904
135,28,0.9575
135,30,0.9563095238095238
135,32,0.9547619047619048
135,34,0.9544047619047619
135,36,0.9535714285714286
135,38,0.9526190476190476
135,40,0.9525
135,42,0.950595238095238
135,44,0.9489285714285715
135,46,0.9484523809523809
135,48,0.9470238095238095
135,50,0.9470238095238095
135,52,0.9467857142857142
135,54,0.9463095238095238
135,56,0.9452380952380952
135,58,0.9448809523809524
135,60,0.9452380952380952
135,62,0.9448809523809524
135,64,0.945
135,66,0.9444047619047619
135,68,0.9444047619047619
135,70,0.9439285714285715
135,72,0.9432142857142857
135,74,0.9430952380952381
135,76,0.9426190476190476
135,78,0.9422619047619047
135,80,0.9417857142857143
135,82,0.9407142857142857
135,84,0.9404761904761905
135,86,0.9397619047619048
135,88,0.9394047619047619
135,90,0.9389285714285714
135,92,0.9388095238095238
135,94,0.9380952380952381
135,96,0.9382142857142857
135,98,0.9376190476190476
135,100,0.9375
135,102,0.9371428571428572
135,104,0.9366666666666666
135,106,0.9363095238095238
135,108,0.9363095238095238
135,110,0.9354761904761905
135,112,0.9348809523809524
135,114,0.9347619047619048
135,116,0.934404761904762
135,118,0.9339285714285714
135,120,0.9333333333333333
135,122,0.9332142857142857
135,124,0.9326190476190476
135,126,0.9320238095238095
135,128,0.9317857142857143
135,130,0.9317857142857143
135,132,0.9311904761904762
135,134,0.9317857142857143
135,136,0.9308333333333333
135,138,0.9302380952380952
135,140,0.9307142857142857
135,142,0.93
135,144,0.9291666666666667
135,146,0.9288095238095239
135,148,0.9283333333333333
135,150,0.9277380952380953
140,1,0.9692857142857143
140,2,0.9644047619047619
140,4,0.9708333333333333
140,6,0.97
140,8,0.9701190476190477
140,10,0.9677380952380953
140,12,0.9660714285714286
140,14,0.9651190476190477
140,16,0.9629761904761904
140,18,0.9622619047619048
140,20,0.9610714285714286
140,22,0.9604761904761905
140,24,0.9594047619047619
140,26,0.9573809523809523
140,28,0.9565476190476191
140,30,0.9557142857142857
140,32,0.9547619047619048
140,34,0.9546428571428571
140,36,0.9530952380952381
140,38,0.9519047619047619
140,40,0.9515476190476191
140,42,0.9507142857142857
140,44,0.9492857142857143
140,46,0.9480952380952381
140,48,0.9473809523809524
140,50,0.9466666666666667
140,52,0.9465476190476191
140,54,0.9463095238095238
140,56,0.9460714285714286
140,58,0.945
140,60,0.9451190476190476
140,62,0.9452380952380952
140,64,0.9445238095238095
140,66,0.9441666666666667
140,68,0.944047619047619
140,70,0.9433333333333334
140,72,0.9430952380952381
140,74,0.9430952380952381
140,76,0.9421428571428572
140,78,0.9417857142857143
140,80,0.9411904761904762
140,82,0.9407142857142857
140,84,0.9408333333333333
140,86,0.9398809523809524
140,88,0.9394047619047619
140,90,0.9384523809523809
140,92,0.9383333333333334
140,94,0.9383333333333334
140,96,0.9376190476190476
140,98,0.9372619047619047
140,100,0.9367857142857143
140,102,0.9364285714285714
140,104,0.9369047619047619
140,106,0.9363095238095238
140,108,0.9357142857142857
140,110,0.9355952380952381
140,112,0.9348809523809524
140,114,0.934404761904762
140,116,0.9339285714285714
140,118,0.934404761904762
140,120,0.9338095238095238
140,122,0.9329761904761905
140,124,0.9332142857142857
140,126,0.9323809523809524
140,128,0.9319047619047619
140,130,0.9315476190476191
140,132,0.9316666666666666
140,134,0.9308333333333333
140,136,0.9302380952380952
140,138,0.9297619047619048
140,140,0.929404761904762
140,142,0.929047619047619
140,144,0.9283333333333333
140,146,0.9279761904761905
140,148,0.9279761904761905
140,150,0.9276190476190476
145,1,0.9691666666666666
145,2,0.964047619047619
145,4,0.9710714285714286
145,6,0.9702380952380952
145,8,0.9698809523809524
145,10,0.9680952380952381
145,12,0.9663095238095238
145,14,0.9645238095238096
145,16,0.9623809523809523
145,18,0.9625
145,20,0.9607142857142857
145,22,0.9607142857142857
145,24,0.9591666666666666
145,26,0.9573809523809523
145,28,0.9560714285714286
145,30,0.9552380952380952
145,32,0.9551190476190476
145,34,0.9544047619047619
145,36,0.9528571428571428
145,38,0.9515476190476191
145,40,0.9510714285714286
145,42,0.9507142857142857
145,44,0.9488095238095238
145,46,0.9483333333333334
145,48,0.9475
145,50,0.9472619047619047
145,52,0.9469047619047619
145,54,0.9463095238095238
145,56,0.9457142857142857
145,58,0.9451190476190476
145,60,0.9453571428571429
145,62,0.9452380952380952
145,64,0.9452380952380952
145,66,0.944047619047619
145,68,0.9434523809523809
145,70,0.9435714285714286
145,72,0.9430952380952381
145,74,0.9427380952380953
145,76,0.9420238095238095
145,78,0.9415476190476191
145,80,0.9403571428571429
145,82,0.9403571428571429
145,84,0.9398809523809524
145,86,0.9395238095238095
145,88,0.9391666666666667
145,90,0.9389285714285714
145,92,0.9382142857142857
145,94,0.9376190476190476
145,96,0.9373809523809524
145,98,0.9375
145,100,0.9369047619047619
145,102,0.9361904761904762
145,104,0.9364285714285714
145,106,0.9354761904761905
145,108,0.9352380952380952
145,110,0.9347619047619048
145,112,0.9342857142857143
145,114,0.934404761904762
145,116,0.9341666666666667
145,118,0.9334523809523809
145,120,0.9339285714285714
145,122,0.9329761904761905
145,124,0.9326190476190476
145,126,0.9321428571428572
145,128,0.9321428571428572
145,130,0.9316666666666666
145,132,0.9316666666666666
145,134,0.9314285714285714
145,136,0.93
145,138,0.9298809523809524
145,140,0.929404761904762
145,142,0.9284523809523809
145,144,0.9282142857142858
145,146,0.9277380952380953
145,148,0.9276190476190476
145,150,0.9276190476190476
150,1,0.969047619047619
150,2,0.9641666666666666
150,4,0.971547619047619
150,6,0.9702380952380952
150,8,0.9703571428571428
150,10,0.9677380952380953
150,12,0.9660714285714286
150,14,0.9645238095238096
150,16,0.9627380952380953
150,18,0.9621428571428572
150,20,0.9607142857142857
150,22,0.9605952380952381
150,24,0.9592857142857143
150,26,0.9571428571428572
150,28,0.9557142857142857
150,30,0.9552380952380952
150,32,0.955
150,34,0.9538095238095238
150,36,0.9529761904761904
150,38,0.9515476190476191
150,40,0.9514285714285714
150,42,0.9507142857142857
150,44,0.9489285714285715
150,46,0.9484523809523809
150,48,0.9472619047619047
150,50,0.9467857142857142
150,52,0.9465476190476191
150,54,0.9465476190476191
150,56,0.945595238095238
150,58,0.9453571428571429
150,60,0.9452380952380952
150,62,0.9448809523809524
150,64,0.9442857142857143
150,66,0.9434523809523809
150,68,0.9432142857142857
150,70,0.9432142857142857
150,72,0.9435714285714286
150,74,0.9429761904761905
150,76,0.9416666666666667
150,78,0.9410714285714286
150,80,0.940595238095238
150,82,0.9395238095238095
150,84,0.9391666666666667
150,86,0.9395238095238095
150,88,0.9391666666666667
150,90,0.9385714285714286
150,92,0.9380952380952381
150,94,0.9373809523809524
150,96,0.9376190476190476
150,98,0.9370238095238095
150,100,0.9358333333333333
150,102,0.9357142857142857
150,104,0.935952380952381
150,106,0.9348809523809524
150,108,0.9347619047619048
150,110,0.9345238095238095
150,112,0.9347619047619048
150,114,0.9346428571428571
150,116,0.9341666666666667
150,118,0.9333333333333333
150,120,0.9329761904761905
150,122,0.9321428571428572
150,124,0.9319047619047619
150,126,0.9320238095238095
150,128,0.9321428571428572
150,130,0.9316666666666666
150,132,0.9310714285714285
150,134,0.9302380952380952
150,136,0.9301190476190476
150,138,0.9292857142857143
150,140,0.9284523809523809
150,142,0.9285714285714286
150,144,0.9284523809523809
150,146,0.9280952380952381
150,148,0.9276190476190476
150,150,0.9271428571428572
155,1,0.9688095238095238
155,2,0.9641666666666666
155,4,0.9711904761904762
155,6,0.9707142857142858
155,8,0.97
155,10,0.9672619047619048
155,12,0.965952380952381
155,14,0.9645238095238096
155,16,0.9623809523809523
155,18,0.9619047619047619
155,20,0.9601190476190476
155,22,0.96
155,24,0.959047619047619
155,26,0.9575
155,28,0.9563095238095238
155,30,0.9552380952380952
155,32,0.9545238095238096
155,34,0.9530952380952381
155,36,0.9522619047619048
155,38,0.9510714285714286
155,40,0.9517857142857142
155,42,0.9501190476190476
155,44,0.949047619047619
155,46,0.9486904761904762
155,48,0.9476190476190476
155,50,0.9471428571428572
155,52,0.9466666666666667
155,54,0.9464285714285714
155,56,0.9452380952380952
155,58,0.9451190476190476
155,60,0.9452380952380952
155,62,0.9446428571428571
155,64,0.9446428571428571
155,66,0.9439285714285715
155,68,0.9438095238095238
155,70,0.9430952380952381
155,72,0.9429761904761905
155,74,0.9426190476190476
155,76,0.9415476190476191
155,78,0.940595238095238
155,80,0.9408333333333333
155,82,0.9392857142857143
155,84,0.9394047619047619
155,86,0.9388095238095238
155,88,0.9385714285714286
155,90,0.9383333333333334
155,92,0.9382142857142857
155,94,0.9376190476190476
155,96,0.9370238095238095
155,98,0.9367857142857143
155,100,0.9363095238095238
155,102,0.9358333333333333
155,104,0.9353571428571429
155,106,0.9348809523809524
155,108,0.9352380952380952
155,110,0.9345238095238095
155,112,0.9347619047619048
155,114,0.934047619047619
155,116,0.934047619047619
155,118,0.9339285714285714
155,120,0.9332142857142857
155,122,0.9325
155,124,0.9320238095238095
155,126,0.9314285714285714
155,128,0.9319047619047619
155,130,0.9316666666666666
155,132,0.9303571428571429
155,134,0.93
155,136,0.9295238095238095
155,138,0.9291666666666667
155,140,0.9285714285714286
155,142,0.9282142857142858
155,144,0.9278571428571428
155,146,0.9277380952380953
155,148,0.9275
155,150,0.9266666666666666
160,1,0.9686904761904762
160,2,0.9639285714285715
160,4,0.9707142857142858
160,6,0.9701190476190477
160,8,0.9698809523809524
160,10,0.9670238095238095
160,12,0.9660714285714286
160,14,0.964047619047619
160,16,0.9621428571428572
160,18,0.9613095238095238
160,20,0.9604761904761905
160,22,0.9603571428571429
160,24,0.9586904761904762
160,26,0.9567857142857142
160,28,0.955595238095238
160,30,0.9551190476190476
160,32,0.9535714285714286
160,34,0.9529761904761904
160,36,0.9521428571428572
160,38,0.9515476190476191
160,40,0.9507142857142857
160,42,0.9496428571428571
160,44,0.9483333333333334
160,46,0.9489285714285715
160,48,0.9476190476190476
160,50,0.9470238095238095
160,52,0.9465476190476191
160,54,0.9457142857142857
160,56,0.9452380952380952
160,58,0.9454761904761905
160,60,0.9453571428571429
160,62,0.9446428571428571
160,64,0.9444047619047619
160,66,0.9444047619047619
160,68,0.9433333333333334
160,70,0.9427380952380953
160,72,0.9433333333333334
160,74,0.9420238095238095
160,76,0.9416666666666667
160,78,0.940595238095238
160,80,0.9402380952380952
160,82,0.9395238095238095
160,84,0.9394047619047619
160,86,0.9385714285714286
160,88,0.9385714285714286
160,90,0.9375
160,92,0.9376190476190476
160,94,0.9377380952380953
160,96,0.9371428571428572
160,98,0.9367857142857143
160,100,0.9360714285714286
160,102,0.9351190476190476
160,104,0.9353571428571429
160,106,0.934404761904762
160,108,0.9347619047619048
160,110,0.9341666666666667
160,112,0.9339285714285714
160,114,0.9336904761904762
160,116,0.9334523809523809
160,118,0.9332142857142857
160,120,0.9327380952380953
160,122,0.9322619047619047
160,124,0.9322619047619047
160,126,0.9319047619047619
160,128,0.9313095238095238
160,130,0.9305952380952381
160,132,0.93
160,134,0.9297619047619048
160,136,0.9291666666666667
160,138,0.9285714285714286
160,140,0.9282142857142858
160,142,0.9284523809523809
160,144,0.9278571428571428
160,146,0.9276190476190476
160,148,0.9273809523809524
160,150,0.9270238095238095
165,1,0.9685714285714285
165,2,0.9641666666666666
165,4,0.9713095238095238
165,6,0.9697619047619047
165,8,0.9697619047619047
165,10,0.9669047619047619
165,12,0.9664285714285714
165,14,0.9638095238095238
165,16,0.9622619047619048
165,18,0.9615476190476191
165,20,0.9607142857142857
165,22,0.9601190476190476
165,24,0.9583333333333334
165,26,0.9571428571428572
165,28,0.9548809523809524
165,30,0.9547619047619048
165,32,0.9538095238095238
165,34,0.9530952380952381
165,36,0.9521428571428572
165,38,0.9508333333333333
165,40,0.9507142857142857
165,42,0.949047619047619
165,44,0.9484523809523809
165,46,0.9484523809523809
165,48,0.9476190476190476
165,50,0.9465476190476191
165,52,0.9464285714285714
165,54,0.9457142857142857
165,56,0.9448809523809524
165,58,0.945
165,60,0.945
165,62,0.9444047619047619
165,64,0.9444047619047619
165,66,0.9436904761904762
165,68,0.9428571428571428
165,70,0.9428571428571428
165,72,0.9421428571428572
165,74,0.9414285714285714
165,76,0.9408333333333333
165,78,0.9404761904761905
165,80,0.9402380952380952
165,82,0.9397619047619048
165,84,0.939047619047619
165,86,0.9383333333333334
165,88,0.9380952380952381
165,90,0.9380952380952381
165,92,0.9376190476190476
165,94,0.9376190476190476
165,96,0.9370238095238095
